Subject,Imagazine,Inewspaper,Ilibrary,MotherEd,FatherEd,Gender,Educ,AFQT,Income2005,FamilyIncome78,Race
1222,0,1,0,11,9,male,12,7.51,38000,5124,2
1223,0,0,0,11,9,female,13,1.552,15000,5124,2
1224,0,1,0,11,9,female,13,15.04,12000,7000,2
1233,1,1,1,12,12,female,14,36.925,42000,18000,3
1237,1,1,1,12,17,male,12,29.091,24000,5000,3
1238,0,1,1,12,12,female,13,54.782,62000,8642,3
1240,1,1,1,12,12,female,18,70.563,52000,25000,3
1247,0,1,0,9,9,male,12,12.838,8000,17000,3
1249,1,1,1,11,11,male,12,64.562,80000,12475,3
1250,1,1,1,12,12,female,12,31.365,17000,12475,3
1251,1,1,1,12,12,female,12,36.464,31000,22000,3
1252,1,1,1,12,12,female,17,54.28,16000,26000,3
1253,1,1,1,12,14,female,12,52.948,21600,26000,3
1255,1,1,1,12,14,female,18,93.903,87000,15000,3
1256,1,1,1,13,12,male,13,17.735,50000,9056,3
1257,1,1,1,12,12,male,12,34.121,23000,18000,3
1258,1,1,1,12,9,female,14,62.762,3000,26000,3
1260,0,1,0,12,12,male,9,10.889,35000,13000,3
1261,1,1,1,14,12,female,14,66.079,50000,5400,3
1268,1,1,1,12,12,male,16,98.102,90000,23000,3
1272,1,1,1,12,9,male,12,37.465,39000,22000,3
1273,1,1,1,12,9,male,13,68.375,24000,22000,3
1276,1,1,1,12,16,female,16,92.033,46000,35000,3
1279,1,1,1,17,16,female,15,81.419,24000,38400,3
1286,0,1,1,12,12,female,16,6.841,32000,18000,2
1287,1,1,0,12,12,male,14,7.088,50000,18000,2
1288,0,0,1,10,9,male,14,10.393,21000,4800,2
1290,0,1,1,12,9,female,14,38.983,36000,10232,2
1291,1,1,1,12,9,male,13,8.107,16000,10232,2
1293,0,1,1,12,13,female,16,35.191,36000,40700,2
1294,1,1,1,12,12,male,15,51.781,209138,20000,2
1301,0,0,0,12,0,male,14,27.851,25000,8180,3
1311,1,1,0,11,11,male,16,46.54,130000,17000,3
1312,1,1,1,10,7,female,12,41.138,18000,16000,3
1315,1,1,1,14,17,male,15,70.51,257286,40000,3
1318,0,0,0,6,3,male,8,22.661,37000,14000,3
1319,0,0,0,6,3,male,12,6.629,43000,14000,3
1320,1,0,1,11,11,male,13,100,78000,26000,3
1321,0,0,1,8,14,male,13,51.798,56000,11500,3
1344,0,1,1,12,4,female,18,67.442,72000,10000,3
1347,0,1,1,12,12,female,16,50.056,157280,18000,3
1351,1,1,1,11,12,male,12,54.619,13000,15000,3
1353,0,1,0,12,12,male,12,50.963,20000,23000,3
1357,0,1,1,12,12,male,12,5.401,38000,13000,3
1359,1,1,1,14,16,female,18,61.346,40000,6000,3
1360,1,1,1,11,8,female,12,28.956,27000,6000,3
1362,1,0,1,14,14,female,17,96.033,70000,13000,3
1366,1,1,1,12,16,female,12,36.305,29800,75001,3
1367,1,1,1,12,16,male,16,85.66,16000,75001,3
1368,1,1,1,12,16,male,16,96.899,39000,75001,3
1374,1,1,1,16,16,female,16,69.216,15700,35000,3
1383,0,1,0,12,10,male,12,2.991,80000,22000,2
1384,0,1,0,12,10,male,12,13.4,26000,22000,2
1385,1,1,1,12,10,female,13,44.576,34000,22000,2
1386,0,1,1,14,12,male,12,24.991,52000,2000,2
1393,1,1,1,12,16,male,15,66.493,79000,12030,3
1394,1,1,1,11,10,female,16,67.269,62000,12030,3
1395,0,1,1,12,12,female,20,45.317,63000,18000,3
1397,0,0,0,8,8,male,12,26.78,45000,17000,3
1399,1,1,0,10,16,female,14,74.636,45000,20000,1
1411,0,0,0,9,7,female,14,45.789,16000,8300,3
1413,0,1,0,9,8,male,11,1.65,19000,3000,1
1416,1,0,1,9,12,female,12,20.731,12000,15888,3
1417,0,1,0,9,12,male,12,24.893,31000,15888,3
1418,1,0,1,9,12,male,12,61.57,41000,24000,1
1419,1,0,1,9,10,female,12,4.111,22000,24000,1
1425,1,1,0,12,14,male,12,77.186,38000,20000,3
1426,1,1,1,13,15,female,12,54.506,38685,20000,3
1429,1,1,0,10,20,male,16,82.219,30000,50000,3
1432,0,1,0,11,12,male,16,18.811,42000,10000,2
1433,0,1,0,11,12,male,17,36.667,50000,10000,2
1434,0,0,0,6,4,male,11,1.985,31980,6200,3
1436,0,1,0,11,4,female,11,8.681,10000,1968,2
1438,0,1,1,10,9,female,12,4.199,27000,1300,2
1440,0,0,1,11,9,female,13,10.283,22000,0,2
1455,0,0,0,4,12,female,7,14.511,25000,16000,3
1459,0,1,0,7,6,female,14,85.258,40000,10404,3
1462,1,1,1,10,10,male,12,33.171,28600,15000,3
1468,1,1,1,12,7,male,12,36.634,29000,52800,3
1470,0,1,1,11,12,female,18,64.514,35000,0,3
1471,1,1,0,10,6,male,8,15.586,50000,7600,3
1477,0,1,1,12,12,male,16,48.936,70000,30000,3
1479,1,1,1,13,17,male,18,97.372,100000,60000,3
1481,1,1,0,12,8,male,16,49.641,71000,5342,2
1484,1,1,1,7,12,female,13,2.513,40000,7044,2
1487,0,1,1,12,18,female,13,42.852,45000,12000,2
1490,0,0,0,10,11,female,12,19.642,25000,8460,2
1491,0,0,1,10,14,female,13,14.083,39000,7000,2
1492,1,1,1,12,10,male,14,82.535,45000,41000,3
1493,1,0,1,12,12,female,12,65.038,245549,19000,3
1495,0,0,0,9,5,female,12,19.342,15000,19000,3
1499,1,1,1,14,15,female,12,47.406,16000,21700,3
1500,1,1,1,6,9,male,12,24.715,50000,26000,3
1501,1,1,1,16,16,male,17,97.458,60000,45000,3
1502,1,1,1,16,16,female,16,98.242,12000,45000,3
1503,1,1,1,16,18,male,20,84.661,58000,8000,3
1506,0,0,1,12,19,male,12,88.937,42000,20795,3
1507,0,1,1,14,16,female,12,60.833,22000,20000,3
1508,0,1,1,14,16,male,14,96.289,35000,20000,3
1509,1,1,1,13,12,male,17,90.493,25000,4000,3
1510,0,1,1,12,14,female,16,66.956,26000,12000,3
1512,1,1,1,16,13,female,15,80.758,15000,30500,3
1514,1,0,0,12,12,female,13,45.16,51000,50000,3
1515,1,1,1,12,11,male,12,44.773,67000,50000,3
1516,0,1,0,11,6,female,12,8.674,23300,10500,2
1521,1,1,1,12,10,male,12,21.457,41000,16000,2
1522,1,1,0,11,10,female,16,67.176,51300,21000,2
1527,1,1,0,11,10,male,12,2.099,28000,8200,2
1529,0,1,0,6,12,female,13,35.947,23000,14000,2
1530,1,1,0,6,12,female,15,30.909,28000,14000,2
1531,0,1,1,13,12,female,12,44.428,26000,22500,3
1532,1,1,1,12,9,female,12,57.544,17407,22500,3
1534,1,1,1,12,10,female,12,27.174,52000,26000,1
1538,0,1,1,13,8,female,18,30.59,45000,4500,1
1539,1,1,1,12,10,female,12,77.51,30000,2500,3
1541,1,1,1,12,9,female,12,22.337,41400,24800,3
1547,1,1,0,12,13,male,11,43.214,85000,13000,3
1548,0,1,1,10,10,female,10,40.716,4000,5172,3
1551,1,1,0,9,10,female,12,25.797,19000,28009,3
1552,0,1,0,10,12,female,16,24.669,9200,23000,3
1553,1,1,1,12,10,female,12,79.584,40000,18012,3
1554,1,1,1,12,14,male,12,52.176,59000,29900,3
1555,0,1,1,12,14,male,14,69.185,28352,29900,3
1556,0,1,1,12,14,male,12,69.556,32176,29900,3
1558,1,1,1,12,14,female,14,60.233,12000,25000,3
1560,0,1,1,12,18,male,12,21.06,19000,22000,3
1564,1,1,1,13,14,female,16,84.972,3400,40000,3
1566,0,0,0,15,8,female,15,65.249,39100,19916,3
1568,1,1,1,12,14,female,14,79.707,6000,28000,3
1569,1,1,0,12,12,male,16,72.895,63000,25000,3
1571,0,1,1,12,16,female,15,77.537,45000,25000,3
1574,1,1,1,12,15,male,16,90.317,47000,40000,3
1575,1,1,1,12,13,male,14,33.184,171551,29000,3
1577,1,1,1,12,12,male,12,60.11,59000,29000,3
1580,1,1,0,12,12,male,12,21.756,56000,32000,3
1585,1,1,0,16,13,male,12,54.802,60000,30000,3
1586,1,1,0,16,13,female,15,69.894,54000,30000,3
1587,1,1,1,16,17,female,16,92.892,27300,30000,3
1590,1,0,0,11,11,male,12,22.782,16000,14000,3
1591,1,0,0,11,11,male,12,33.418,7000,14000,3
1592,1,1,0,11,11,female,12,27.228,10000,14000,3
1593,1,1,1,12,10,female,12,14.232,17000,22595,3
1595,0,1,1,12,12,male,12,44.794,120000,24000,3
1597,0,1,1,10,12,male,12,67.922,52000,15000,3
1598,1,1,1,10,12,female,14,70.988,35000,15000,3
1599,0,1,1,11,12,female,12,43.417,24000,11962,3
1601,1,1,0,12,12,male,16,53.921,368302,15000,3
1602,0,1,0,12,12,male,12,54.571,90000,15000,3
1603,1,1,1,13,13,male,17,45.157,20000,16889,3
1605,1,1,1,13,14,female,12,40.773,40000,12586,3
1607,0,1,1,11,11,female,12,48.83,19200,7599,3
1608,0,1,0,10,12,female,12,58.11,11040,8075,3
1610,0,0,1,10,12,female,12,29.107,18000,6920,3
1617,1,1,0,12,12,female,12,21.965,20000,20000,3
1619,1,1,1,12,8,male,18,58.937,65000,50000,3
1621,1,1,1,17,17,female,17,87.899,35942,50000,3
1622,1,1,0,14,18,male,16,55.357,60000,23000,3
1626,1,1,1,16,14,male,16,96.046,73000,23000,3
1627,1,1,1,16,14,male,12,36.485,20000,23000,3
1640,1,1,1,7,12,female,12,51.871,48000,6085,3
1641,1,1,1,12,12,male,12,62.029,110000,11000,1
1642,0,0,0,6,6,female,14,1.532,75000,6000,1
1644,0,0,1,6,4,male,15,43.409,9400,12000,1
1651,1,1,1,11,9,male,12,71.136,153334,24000,1
1656,1,1,1,12,12,female,12,51.885,33000,60000,3
1659,1,1,1,12,12,male,14,61.986,26000,60000,3
1670,1,1,1,18,18,male,16,96.168,105000,45000,3
1719,1,1,1,16,12,female,18,48.05,60000,55000,2
1720,1,1,1,16,16,female,14,25.265,45000,55000,2
1721,0,0,0,2,2,male,12,7.672,80000,37000,1
1725,1,1,1,9,9,female,11,7.182,25000,15000,3
1729,0,1,0,9,12,female,12,30.508,24000,9700,1
1730,0,1,1,12,12,female,17,66.596,52000,14000,3
1733,1,1,1,17,12,female,16,84.465,115000,14000,3
1735,1,1,1,16,16,female,17,63.611,3000,20000,3
1739,1,1,1,12,20,male,15,95.901,10000,40000,3
1740,1,1,1,12,20,female,16,49.857,19000,40000,3
1744,1,1,1,14,12,male,13,67.544,60000,32000,3
1746,1,1,1,15,16,male,19,96.851,116000,3715,3
1750,0,1,1,11,16,male,12,47.189,44000,7000,1
1751,0,0,0,10,15,female,13,4.888,35000,7000,1
1758,1,1,1,14,13,female,15,5.654,13000,25000,2
1763,1,0,1,14,13,male,16,69.733,22000,17596,1
1766,1,1,1,14,17,female,16,78.662,12000,4022,3
1768,0,1,0,10,10,female,12,36.71,8000,20000,3
1769,0,0,0,10,10,female,12,27.375,29515,20000,3
1775,1,1,1,9,10,female,13,35.079,34000,27000,1
1778,1,1,1,12,15,female,14,46.099,8000,12312,3
1779,0,1,0,12,12,male,11,28.861,74000,18000,1
1780,1,1,1,14,20,male,14,73.734,40000,16000,3
1781,1,1,1,11,11,male,15,39.081,100000,4000,3
1784,0,1,1,12,15,male,15,81.518,45000,5000,3
1785,0,1,1,8,12,female,15,9.875,29000,6000,3
1786,0,1,1,8,12,female,12,37.054,46800,6000,3
1787,1,1,1,12,12,female,17,47.805,52000,10000,3
1788,0,1,1,12,12,male,12,77.653,56856,18000,3
1790,1,1,1,13,15,male,12,71.533,34000,8800,3
1792,1,1,1,12,12,male,14,87.518,15000,24000,3
1795,1,1,1,12,16,female,20,40.415,108888,18700,3
1797,0,1,0,12,11,female,9,56.703,3040,0,3
1798,1,1,1,13,14,female,15,85.903,27100,21200,3
1802,1,1,1,12,16,male,12,77.562,27915,40000,3
1803,1,1,1,12,17,female,19,70.548,36000,22000,3
1804,1,1,1,13,16,female,17,91.449,12000,40000,3
1808,1,1,1,12,12,female,16,89.408,125000,3840,3
1810,1,1,1,12,12,male,13,53.687,155867,75001,3
1819,0,1,1,10,11,male,15,79.036,29000,22000,1
1820,0,0,0,6,6,male,8,13.65,8000,8000,1
1824,0,1,1,8,8,female,9,6.023,19000,20300,1
1826,0,1,1,12,8,female,12,62.879,45000,5600,3
1831,0,1,1,11,6,female,15,24.374,64000,900,2
1835,0,0,1,2,0,male,12,30.175,40000,5000,1
1836,1,0,1,2,0,male,14,51.237,50000,5000,1
1837,0,0,1,2,0,male,13,17.492,32000,5000,1
1838,0,1,0,8,6,female,12,13.046,17000,12000,1
1839,1,1,1,8,8,female,12,6.12,18000,12000,1
1841,1,1,1,12,13,female,20,92.678,85000,25000,3
1844,1,0,1,15,18,female,18,87.281,188404,11270,3
1846,1,1,1,16,16,male,18,73.252,192896,75001,3
1847,1,1,1,12,10,female,14,74.288,68000,7000,1
1848,1,1,1,12,12,female,13,29.189,46000,20000,1
1858,1,1,1,14,18,female,18,75.798,68000,45000,3
1860,0,1,0,12,12,female,12,40.414,29000,16420,3
1862,1,1,1,11,12,female,12,31.547,900,5000,3
1863,1,1,1,12,12,female,12,61.428,20000,19784,3
1865,0,1,1,11,12,female,12,27.567,28000,3700,3
1866,0,0,0,10,12,female,12,42.755,25000,19000,3
1867,0,1,0,10,12,male,12,89.968,52000,19000,3
1868,0,1,0,12,12,female,13,35.098,26500,25000,3
1869,0,1,0,12,12,male,12,26.004,14000,25000,3
1872,0,1,0,8,8,male,12,18.192,35000,23496,3
1873,0,1,0,8,8,male,12,16.817,22000,23496,3
1875,1,1,1,12,12,male,18,90.923,130000,22000,3
1878,0,1,1,12,12,female,12,29.321,8000,17530,3
1880,1,1,1,12,12,female,20,88.272,30000,27000,3
1881,1,1,1,12,12,male,12,42.474,40000,27000,3
1884,0,1,0,12,12,male,12,42.428,12500,40000,3
1885,1,1,0,12,12,female,16,65.232,35000,40000,3
1887,1,1,1,8,9,male,12,9.128,11000,10000,3
1889,1,1,1,8,9,male,13,42.279,35675,10000,3
1890,0,1,1,8,9,male,12,13.298,18000,10000,3
1891,0,1,1,12,12,male,12,46.449,26800,9165,3
1895,1,1,1,12,12,male,14,84.709,83000,28000,3
1896,1,1,1,12,12,female,18,85.085,28000,28000,3
1899,1,1,1,10,9,male,12,24.004,32000,15000,3
1902,1,1,1,12,12,female,12,48.953,40574,60000,3
1904,1,1,0,11,11,female,12,86.141,26000,25800,3
1905,1,1,0,11,11,female,12,58.233,45000,25800,3
1906,1,1,1,17,18,female,18,97.146,25000,35000,3
1910,1,1,1,12,12,male,12,55.765,55000,25000,3
1912,1,1,1,10,12,female,14,49.375,25000,25000,3
1913,1,1,1,10,12,female,14,41.544,14103,25000,3
1914,1,1,1,16,16,male,19,95.324,48000,37000,3
1916,1,1,1,16,16,male,19,66.692,74481,33680,3
1917,1,1,1,12,12,male,12,27.775,48000,9000,3
1918,1,1,1,12,12,male,12,74.519,68000,22000,3
1920,1,1,1,13,16,male,14,57.75,2000,42000,3
1924,1,0,1,11,16,male,16,39.286,65000,16000,3
1925,0,1,0,12,12,male,12,66.523,44000,17500,3
1926,1,0,0,12,10,female,12,31.904,16000,16000,3
1927,0,1,0,12,10,female,12,53.586,21455,16000,3
1929,0,1,1,12,12,female,14,95.734,81000,20000,3
1930,1,1,1,12,12,male,16,95.174,45000,20000,3
1944,0,0,1,12,11,male,14,82.351,86000,2700,3
1947,1,1,1,10,10,female,12,41.857,16000,13000,3
1950,1,1,1,12,16,male,16,63.15,22000,10000,3
1951,1,1,1,12,15,female,18,45.219,42000,23000,3
1952,1,1,1,12,15,male,17,46.049,85000,23000,3
1953,1,1,1,18,12,female,19,87.413,24000,27500,3
1954,1,1,1,16,16,female,16,87.743,4000,34000,3
1955,1,1,0,12,16,male,14,79.36,60000,17000,3
1957,1,0,0,12,12,male,12,10.797,47000,30000,3
1958,1,1,0,13,13,male,15,79.33,45000,15000,3
1959,1,1,0,8,9,male,12,29.263,36000,14000,3
1961,1,1,0,12,17,male,12,48.541,100000,15320,3
1962,0,1,0,12,12,female,12,10.28,25000,15320,3
1963,1,1,1,12,12,male,12,63.4,67000,25000,3
1964,0,1,1,12,8,male,12,29.838,30000,18000,3
1965,1,0,1,12,8,female,12,52.187,25000,5000,3
1966,1,1,1,17,14,male,12,85.623,42000,15000,3
1967,1,1,1,17,14,female,16,61.486,40000,15000,3
1971,1,1,1,12,14,male,12,51.182,65000,22000,3
1975,1,1,0,12,12,male,12,80.742,41000,22000,3
1976,1,1,0,9,8,female,16,64.089,36000,19000,3
1977,1,1,1,12,12,male,12,37.901,50000,24000,3
1978,1,1,1,12,12,male,14,29.377,48000,24000,3
1985,1,1,1,12,16,female,12,59.974,25000,21000,3
1986,1,0,0,12,12,female,14,69.903,23000,35000,3
1988,1,0,1,17,17,male,12,15.656,46000,27000,3
1990,0,1,1,12,12,female,12,63.26,26000,22540,3
1992,1,1,1,12,3,male,13,24.185,68000,10800,3
1994,1,1,1,12,12,female,13,75.484,28000,9929,3
1995,1,1,1,12,15,female,15,33.083,3000,25000,3
1996,1,1,1,9,12,male,12,53.612,32000,21000,3
1998,1,1,0,11,12,male,12,59.463,9724,21000,3
1999,0,1,1,16,14,female,19,67.772,46000,17000,3
2002,1,1,1,12,12,female,12,35.088,12000,1292,3
2003,0,1,0,12,12,female,12,13.023,8000,10000,3
2005,1,1,1,12,16,male,16,84.088,78000,50000,3
2007,1,1,0,12,12,male,14,92.051,143000,26000,3
2010,1,1,0,16,18,male,19,75.4,12000,36000,3
2011,1,1,0,12,12,female,15,70.191,25000,40000,3
2012,1,1,1,12,9,female,12,39.888,32000,28000,3
2013,1,1,1,12,12,female,12,86.555,9200,33000,3
2014,1,1,1,12,14,male,12,54.184,27000,24000,3
2018,1,1,1,12,9,male,12,72.231,27640,28000,3
2020,1,1,1,12,11,male,12,23.806,26000,28000,3
2024,1,1,1,17,20,male,15,89.508,65000,18000,3
2027,1,1,1,10,10,female,19,93.336,9000,6958,3
2029,1,1,1,16,12,male,20,93.935,135000,7478,3
2030,1,1,1,10,6,female,18,77.209,5500,7478,3
2031,1,1,1,12,14,male,11,2.044,36000,14000,3
2032,1,1,1,12,15,male,12,22.171,32000,14000,3
2033,1,0,0,12,12,male,12,66.318,157117,26000,3
2034,0,1,1,11,9,male,16,56.852,52000,18000,3
2035,1,1,1,11,9,female,12,78.055,25000,18000,3
2037,1,1,1,17,12,female,19,91.541,2700,5980,3
2038,1,1,1,13,17,male,18,97.36,162919,20000,3
2040,1,1,1,12,12,male,14,85.929,14969,29000,3
2041,1,1,1,12,12,male,14,72.82,20000,29000,3
2042,1,1,1,16,20,female,18,91.215,6000,30000,3
2045,1,1,1,13,8,male,12,56.026,30000,5045,3
2046,1,1,1,13,12,female,12,27.156,24000,5045,3
2047,1,1,1,12,12,male,13,73.594,55000,19000,3
2049,1,1,1,12,8,female,16,88.874,33000,6460,3
2051,0,1,1,12,7,male,11,6.945,20000,6000,3
2055,1,1,1,12,12,male,12,68.805,30000,31000,3
2056,1,1,1,12,12,male,16,57.501,135000,15000,3
2057,1,1,1,12,12,female,15,31.002,9000,15000,3
2061,0,1,1,11,12,female,16,88.199,50000,25000,3
2062,1,1,1,11,12,female,18,39.555,110000,25000,3
2066,0,1,1,10,4,female,12,27.605,29000,16500,3
2067,1,1,1,12,12,male,12,43.433,60000,15500,3
2068,1,1,1,15,16,female,16,55.547,35000,25000,3
2070,1,1,1,12,9,female,12,13.237,60000,30000,3
2071,1,1,1,12,9,female,14,88.381,1000,30000,3
2072,1,1,1,12,9,female,12,89.269,4000,30000,3
2073,1,1,1,12,10,female,12,85.923,22000,20000,3
2074,1,1,1,12,10,female,12,77.334,58000,20000,3
2075,1,1,1,10,12,male,12,59.435,66000,9900,3
2076,1,1,1,10,10,female,12,30.985,39144,18200,3
2079,1,1,1,12,12,female,12,38.187,28000,21000,3
2080,1,1,1,11,11,male,12,59.98,17000,13000,3
2081,0,1,1,7,9,male,12,51.661,46000,13000,3
2083,0,1,1,12,13,female,16,94.93,26000,20000,3
2086,1,1,1,12,12,male,12,39.837,27000,24000,3
2087,0,1,1,12,12,male,12,48.513,40000,24000,3
2088,1,1,1,12,12,female,14,56.782,30000,24000,3
2089,0,1,1,12,12,male,12,20.616,40000,24000,3
2090,0,1,1,12,12,male,12,22.22,37000,24000,3
2093,0,1,1,12,12,male,12,69.551,48000,14280,3
2094,1,1,1,10,12,female,12,7.262,29000,1144,3
2096,1,1,1,12,12,male,16,32.475,92000,17000,3
2097,0,1,1,12,12,male,12,34.695,71000,17000,3
2099,1,1,1,12,12,female,13,35.591,62000,17000,3
2100,1,1,1,12,10,male,12,89.871,52000,30000,3
2101,1,1,0,12,8,male,12,81.726,90000,11630,3
2102,1,1,1,12,12,female,12,41.532,24000,14700,3
2104,0,1,1,12,12,female,12,68.95,34500,20000,3
2106,1,1,0,12,12,male,12,37.24,52000,25000,3
2107,1,1,0,12,12,male,14,73.284,5100,25000,3
2113,1,1,0,10,12,male,19,96.423,100000,37000,3
2119,1,1,1,12,20,female,14,60.326,9000,7929,3
2120,1,1,1,12,12,female,14,51.624,4000,18000,3
2122,1,1,0,10,10,male,12,9.545,26000,20000,3
2123,1,1,1,12,16,female,18,60.172,33600,30000,3
2124,1,1,1,12,16,female,16,84.248,115000,30000,3
2126,0,0,1,12,10,female,17,72.964,42000,4500,3
2132,1,1,0,11,13,female,14,55.993,104000,20000,3
2133,1,1,1,12,12,female,15,48.488,39400,23750,3
2134,1,1,1,12,12,female,9,9.566,10000,23750,3
2135,0,0,0,10,8,male,12,18.212,70000,14000,3
2136,1,1,1,12,16,female,17,55.103,34500,10000,3
2138,1,1,1,12,16,male,12,71.84,36000,10000,3
2140,1,1,1,12,12,female,12,40.889,55000,20000,3
2144,1,1,1,14,14,male,16,94.079,57000,9000,3
2145,1,1,0,12,12,male,13,61.172,50000,20000,3
2146,0,1,0,11,12,female,12,55.691,14000,13000,3
2147,1,1,1,12,13,male,14,77.202,34000,22000,3
2148,1,1,1,18,18,female,15,63.751,16557,26000,3
2152,0,1,1,8,8,female,12,46.721,28000,17000,3
2153,0,1,1,8,8,female,12,37.209,12000,17000,3
2156,1,0,1,16,9,female,12,53.265,40500,26000,3
2157,0,1,1,11,6,male,12,37.901,24000,9996,3
2158,1,1,1,12,12,female,12,63.872,3600,15100,3
2159,1,1,0,12,6,male,16,66.343,70000,7200,2
2163,1,1,0,12,10,male,14,28.73,60000,25000,3
2164,0,1,1,16,6,female,18,64.628,69000,5774,2
2165,1,1,1,12,14,female,12,26.635,12000,15000,3
2167,1,1,1,12,16,female,16,31.225,48000,27000,3
2168,1,1,1,14,14,male,16,88.021,57600,35000,3
2169,0,1,0,12,12,male,13,68.018,57000,40000,2
2172,1,0,0,13,9,male,14,35.637,63000,21000,3
2173,1,1,1,12,11,male,12,61.735,52000,20000,3
2178,1,1,1,12,16,male,16,72.005,44000,32000,3
2180,1,1,0,3,8,male,12,45.257,40000,10600,3
2182,1,1,1,11,10,male,12,75.725,65000,10272,3
2187,1,1,1,12,14,male,13,36.06,90000,18000,3
2188,1,1,1,12,14,male,14,17.457,36000,18000,3
2190,1,1,1,11,10,female,13,22.95,18000,17000,3
2194,1,0,1,6,6,male,9,13.425,30000,9689,3
2196,1,0,0,7,12,female,12,42.225,5280,12725,3
2200,1,0,1,12,16,female,17,96.691,65000,42000,3
2201,1,1,0,12,12,female,12,36.411,32000,5000,3
2202,1,1,1,12,12,male,16,81.08,35000,23000,3
2203,1,1,1,12,9,female,12,26.932,22500,25000,3
2204,1,1,1,7,12,female,15,61.699,26074,10000,3
2205,1,1,1,12,13,female,14,53.188,52000,15000,3
2207,1,1,1,11,12,male,14,70.593,30000,8000,3
2208,1,1,0,12,12,male,12,23.7,25000,11000,2
2209,1,1,0,12,12,male,13,18.385,36000,11000,2
2214,0,0,1,11,12,female,15,34.895,11000,11000,2
2216,0,1,1,14,9,male,12,49.406,43000,13900,3
2218,1,1,1,14,16,male,16,63.184,70000,40000,3
2220,1,1,1,12,10,male,16,97.867,82000,3140,3
2222,1,1,0,12,18,male,16,92.442,46000,14000,3
2223,1,0,0,10,10,male,12,39.914,55000,8000,3
2224,1,0,1,12,10,female,10,17.081,5000,8000,3
2225,0,1,1,12,6,female,12,16.597,56000,18867,2
2227,1,1,1,15,12,male,12,36.775,28263,21000,3
2229,1,0,1,12,10,female,12,64.933,33000,11000,3
2230,1,0,1,12,12,female,16,88.797,40000,11000,3
2237,1,1,1,12,19,female,18,92.195,64000,35000,3
2243,1,1,0,12,8,female,16,68.307,30000,25000,3
2247,0,1,1,12,12,female,12,68.218,58000,7800,3
2250,0,1,1,9,11,female,12,9.393,20000,7000,2
2251,0,0,0,9,9,female,12,6.124,7225,7000,2
2254,0,1,1,10,6,female,10,5.171,30000,15000,1
2255,1,1,1,10,7,male,8,16.2,45000,15000,1
2261,1,1,0,9,8,male,12,7.878,32000,6500,3
2264,1,1,0,12,10,male,12,42.749,13000,10000,2
2265,0,1,1,12,12,female,14,20.49,15000,4040,2
2266,0,0,1,12,5,male,12,5.007,15000,40000,2
2270,1,0,0,12,12,female,12,21.855,15000,17500,2
2271,1,1,0,12,12,female,12,18.606,13000,17500,2
2278,1,1,1,12,10,female,15,77.514,49000,35000,3
2284,0,1,1,12,14,female,13,95.913,50000,7000,3
2285,1,1,1,12,12,female,20,72.013,55000,2700,3
2286,1,1,1,16,14,female,16,96.655,26000,40000,3
2291,1,1,1,17,16,male,16,95.949,60200,40000,3
2299,0,1,1,16,16,female,16,97.706,47000,22000,3
2301,0,1,1,16,16,female,16,86.817,71500,22000,3
2302,1,1,1,16,16,male,17,80.788,112000,21000,3
2304,0,1,1,12,12,male,12,38.541,50000,40000,3
2313,1,1,1,12,14,female,12,49.802,25000,9900,3
2314,1,1,1,10,9,male,12,61.328,50000,9800,3
2316,1,0,0,8,8,male,12,24.702,30000,12000,3
2318,0,1,1,15,13,male,9,61.993,43000,11000,3
2322,0,1,1,12,12,female,12,63.353,46000,22000,3
2323,0,1,1,12,12,male,16,39.111,100000,20000,3
2324,1,1,1,16,17,female,16,65.301,102000,24500,3
2326,0,1,1,10,12,male,12,28.79,44000,19000,3
2327,0,1,1,10,12,male,12,65.774,26000,19000,3
2328,0,1,1,10,12,female,16,86.148,31000,15000,3
2329,1,1,1,10,12,male,16,69.687,40000,15000,3
2332,1,1,1,16,13,male,15,71.851,26524,15200,3
2333,0,1,1,12,8,female,13,53.448,85000,8000,3
2334,1,1,1,9,7,male,12,29.171,37500,24000,3
2337,1,1,1,12,12,female,14,74.637,35650,20000,3
2339,1,1,1,16,12,female,19,98.849,235236,19700,3
2341,1,1,1,12,12,male,14,78.245,68000,20000,3
2344,1,1,1,12,12,male,14,9.97,44000,42000,3
2348,0,0,0,6,2,female,10,2.093,14560,2000,2
2360,1,1,1,12,10,female,17,43.07,18500,3298,2
2361,1,1,1,12,6,male,12,3.283,99000,20000,2
2372,1,0,1,16,12,male,16,93.923,65000,4000,3
2375,1,1,1,12,14,female,13,55.494,80000,5000,3
2376,1,0,1,12,10,male,13,71.019,60000,21000,3
2380,1,1,1,12,12,male,12,73.886,22000,12000,3
2382,0,1,1,8,8,male,15,44.078,40000,12000,1
2383,0,1,1,8,8,female,12,45.054,8500,12000,1
2385,1,1,1,12,12,male,14,65.8,62000,17000,1
2386,1,1,1,12,11,male,15,57.65,68000,17000,1
2394,1,1,1,12,12,female,12,75.648,60000,7000,3
2396,0,0,1,8,9,female,12,6.227,13986,12416,1
2398,0,1,1,12,8,female,10,24.581,32000,23918,3
2400,1,1,1,10,14,female,12,83.187,24024,13000,3
2401,1,1,0,12,12,male,12,26.892,48000,10000,3
2403,1,1,1,9,6,male,11,9.333,18000,6346,3
2404,0,0,0,12,12,female,12,34.726,28800,2142,3
